product_id,product_position,promotion,product_category,seasonal,sales_volume,brand,name,price,terms,section,season,material,origin
180661,Front of Store,No,clothing,No,908,Zara,BASIC PUFFER JACKET,17.95,jackets,MAN,Winter,Wool Blend,China
186681,End-cap,No,clothing,No,895,Zara,BASIC PUFFER JACKET,29,jackets,WOMAN,Autumn,Acrylic,Bangladesh
133183,Front of Store,No,clothing,Yes,785,Zara,BASIC PUFFER JACKET,29.95,jackets,WOMAN,Autumn,Polyester,Vietnam
173508,Aisle,No,clothing,No,735,Zara,BASIC PUFFER JACKET,19.99,jackets,MAN,Autumn,Viscose,Turkey
187930,End-cap,No,clothing,No,980,Zara,BASIC PUFFER JACKET,22,jackets,WOMAN,Autumn,Cotton,India
124088,End-cap,No,clothing,Yes,964,Zara,BASIC PUFFER JACKET,35.95,jackets,WOMAN,Autumn,Viscose,Bangladesh
190238,Front of Store,No,clothing,Yes,826,Zara,BASIC PUFFER JACKET,29.99,jackets,MAN,Spring,Denim,Spain
151925,End-cap,No,clothing,Yes,845,Zara,BASIC PUFFER JACKET,29.95,jackets,WOMAN,Autumn,Cotton,Portugal
163234,Front of Store,No,clothing,No,923,Zara,BASIC PUFFER JACKET,25.99,jackets,WOMAN,Spring,Denim,Turkey
135610,Aisle,Yes,clothing,No,1297,Zara,BASIC PUFFER JACKET,92.99,jackets,MAN,Winter,Wool Blend,Vietnam
117065,Aisle,No,clothing,No,919,Zara,BASIC PUFFER JACKET,49.95,jackets,WOMAN,Spring,Cotton,China
149315,End-cap,No,clothing,No,896,Zara,BASIC PUFFER JACKET,19.99,jackets,WOMAN,Autumn,Cotton,Cambodia
149510,Aisle,No,clothing,No,815,Zara,BASIC PUFFER JACKET,29.95,jackets,WOMAN,Autumn,Viscose,India
137990,Aisle,Yes,clothing,Yes,1226,Zara,BASIC PUFFER JACKET,41.95,jackets,MAN,Autumn,Polyester,Turkey
154016,End-cap,No,clothing,Yes,1012,Zara,BASIC PUFFER JACKET,53,jackets,WOMAN,Winter,Wool,China
117751,Aisle,No,clothing,Yes,784,Zara,BASIC PUFFER JACKET,15,jackets,MAN,Spring,Viscose,Turkey
182362,Front of Store,No,clothing,Yes,723,Zara,BASIC PUFFER JACKET,89.95,jackets,WOMAN,Spring,Cotton,Cambodia
117725,Aisle,Yes,clothing,No,1323,Zara,BASIC PUFFER JACKET,35.99,jackets,WOMAN,Spring,Cotton,China
145289,End-cap,Yes,clothing,No,1457,Zara,BASIC PUFFER JACKET,37.99,jackets,WOMAN,Autumn,Cotton,India
173576,End-cap,No,clothing,Yes,789,Zara,,22.95,jackets,MAN,Spring,Polyester,Cambodia
175059,Aisle,No,clothing,Yes,891,Zara,LIGHTWEIGHT BOMBER JACKET,29.99,jackets,WOMAN,Spring,Wool Blend,China
199368,Front of Store,No,clothing,No,936,Zara,WOOL BLEND JACKET,38.99,jackets,WOMAN,Winter,Wool,Bangladesh
162883,Front of Store,Yes,clothing,No,1429,Zara,TECHNICAL PADDED JACKET,28.99,jackets,MAN,Autumn,Polyester,China
135490,Front of Store,No,clothing,No,797,Zara,MIXED COLLAR WAXED JACKET,78.99,jackets,MAN,Winter,Polyester,Portugal
125408,End-cap,Yes,clothing,Yes,1448,Zara,CONTRASTING PATCHES BOMBER JACKET,33.99,jackets,WOMAN,Spring,Cotton,Turkey
134763,Front of Store,No,clothing,Yes,1050,Zara,PADDED BOMBER JACKET,64.99,jackets,WOMAN,Winter,Polyester,Spain
143231,Aisle,No,clothing,Yes,920,Zara,TECHNICAL PADDED JACKET,59.99,jackets,WOMAN,Autumn,Wool Blend,China
125409,End-cap,No,clothing,Yes,687,Zara,POCKET DENIM JACKET,99.99,jackets,WOMAN,Autumn,Cotton,Bangladesh
183074,Aisle,Yes,clothing,Yes,1407,Zara,BOXY FIT DENIM JACKET,16.95,jackets,WOMAN,Spring,Denim,Turkey
147947,Aisle,No,clothing,No,890,Zara,FAUX SHEARLING PLAID JACKET,22.95,jackets,WOMAN,Autumn,Cotton,Brazil
174171,Front of Store,Yes,clothing,Yes,1395,Zara,EMBROIDERED FOREST JACKET,17.95,jackets,MAN,Autumn,Cotton,China
183064,Front of Store,Yes,clothing,No,1289,Zara,POCKET OVERSHIRT,69.95,jackets,WOMAN,Summer,Linen,Spain
177131,Aisle,No,clothing,No,739,Zara,BOUCLE TEXTURED VEST,65.95,jackets,MAN,Winter,Wool,Spain
128179,End-cap,Yes,clothing,Yes,1302,Zara,COLOR BLOCK PUFFER JACKET,16.99,jackets,MAN,Autumn,Acrylic,Vietnam
152723,Aisle,Yes,clothing,Yes,1530,Zara,LONGLINE QUILTED JACKET,19.99,jackets,WOMAN,Winter,Wool Blend,Bangladesh
123824,Aisle,No,clothing,Yes,962,Zara,WOOL BLEND SUIT JACKET,29.99,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
166345,Aisle,Yes,clothing,No,1079,Zara,HOODED KNIT CARDIGAN,59.99,jackets,MAN,Autumn,Acrylic,China
199279,Aisle,No,clothing,No,903,Zara,HOODED TECHNICAL JACKET,15.99,jackets,WOMAN,Autumn,Polyester,China
167981,End-cap,No,clothing,No,925,Zara,HOUNDSTOOTH SUIT JACKET,29.95,jackets,WOMAN,Autumn,Viscose,China
146839,Aisle,No,clothing,No,1068,Zara,BOMBER JACKET,28.99,jackets,WOMAN,Winter,Wool Blend,Turkey
187180,Front of Store,No,clothing,No,708,Zara,HOODED TECHNICAL JACKET,79.95,jackets,WOMAN,Autumn,Wool Blend,Spain
167640,End-cap,Yes,clothing,No,1620,Zara,HOODED TECHNICAL JACKET,12.95,jackets,WOMAN,Autumn,Viscose,Turkey
165158,Front of Store,No,clothing,No,1014,Zara,WASHED EFFECT BOMBER JACKET,19.99,jackets,WOMAN,Spring,Polyester,Spain
111521,Front of Store,Yes,clothing,Yes,1275,Zara,WASHED TECHNICAL JACKET,16.95,jackets,MAN,Autumn,Cotton,Bangladesh
120228,End-cap,Yes,clothing,Yes,1177,Zara,100% FEATHER FILL PUFFER JACKET,34.99,jackets,WOMAN,Autumn,Wool Blend,Morocco
133078,Aisle,Yes,clothing,Yes,1827,Zara,PADDED BOMBER JACKET,16.95,jackets,WOMAN,Winter,Cotton,India
137598,Aisle,Yes,clothing,Yes,1232,Zara,POCKET JACKET,80.95,jackets,WOMAN,Autumn,Polyester,China
138779,Front of Store,Yes,clothing,Yes,1077,Zara,SLIM FIT SUIT JACKET,76,jackets,MAN,Autumn,Polyester,India
198329,Front of Store,Yes,clothing,No,1848,Zara,MIXED COLLAR JACKET,18.99,jackets,WOMAN,Winter,Viscose,Spain
110295,End-cap,Yes,clothing,No,1312,Zara,HOODED DENIM JACKET,69.99,jackets,WOMAN,Autumn,Cotton,India
196427,Aisle,Yes,clothing,No,1432,Zara,WAXED EFFECT PLAID JACKET,17.99,jackets,MAN,Autumn,Viscose,Vietnam
110075,Front of Store,No,clothing,Yes,864,Zara,WOOL BLEND FELT TEXTURE JACKET,19.99,jackets,WOMAN,Autumn,Wool Blend,Portugal
132322,Front of Store,Yes,clothing,Yes,1433,Zara,PRINTED DENIM OVERSHIRT,34,jackets,WOMAN,Spring,Linen,Bangladesh
199631,Front of Store,No,clothing,No,973,Zara,STRUCTURED TWILL OVERSHIRT,28.99,jackets,MAN,Winter,Wool,India
182306,Front of Store,No,clothing,Yes,980,Zara,COTTON OVERSHIRT,33.95,jackets,WOMAN,Summer,Cotton,Brazil
194915,Aisle,Yes,clothing,No,1495,Zara,REVERSIBLE PLAID OVERSHIRT,17,jackets,WOMAN,Autumn,Cotton,Morocco
131298,End-cap,Yes,clothing,Yes,1590,Zara,PLAID OVERSHIRT,25.95,jackets,WOMAN,Summer,Linen,Spain
168571,Aisle,Yes,clothing,No,1529,Zara,POCKET OVERSHIRT,23.95,jackets,MAN,Summer,Linen,Turkey
154224,End-cap,Yes,clothing,Yes,1525,Zara,100% LINEN OVERSHIRT,28.99,jackets,WOMAN,Summer,Linen,China
171061,Aisle,Yes,clothing,Yes,1518,Zara,PLAID OVERSHIRT,43.99,jackets,WOMAN,Winter,Cotton,Bangladesh
119049,Aisle,No,clothing,No,770,Zara,POCKET DENIM OVERSHIRT,45.99,jackets,WOMAN,Spring,Linen Blend,Bangladesh
158781,End-cap,Yes,clothing,Yes,1216,Zara,FAUX SUEDE OVERSHIRT,55.95,jackets,MAN,Autumn,Polyester,Portugal
151438,Aisle,No,clothing,No,872,Zara,PLAID OVERSHIRT,29.99,jackets,MAN,Autumn,Viscose,Bangladesh
152871,End-cap,Yes,clothing,Yes,1677,Zara,TEXTURED POCKET OVERSHIRT,17.99,jackets,MAN,Winter,Polyester,Spain
126806,End-cap,Yes,clothing,Yes,1314,Zara,POCKET OVERSHIRT,61.99,jackets,WOMAN,Autumn,Wool Blend,China
134104,End-cap,Yes,clothing,No,1560,Zara,OVERSHIRT,20.99,jackets,WOMAN,Autumn,Cotton,China
120266,Front of Store,No,clothing,Yes,937,Zara,PLAID OVERSHIRT,15.95,jackets,WOMAN,Autumn,Cotton,India
173550,End-cap,No,clothing,No,843,Zara,POCKET OVERSHIRT,19.99,jackets,WOMAN,Autumn,Viscose,Morocco
175927,End-cap,No,clothing,No,738,Zara,ZIPPERED WOOL BLEND OVERSHIRT,98.95,jackets,MAN,Winter,Wool Blend,Bangladesh
154278,End-cap,Yes,clothing,Yes,1404,Zara,GEOMETRIC JACQUARD OVERSHIRT,79.99,jackets,WOMAN,Summer,Linen,Cambodia
183537,Front of Store,No,clothing,Yes,942,Zara,PAINT PRINT OVERSHIRT,29.99,jackets,WOMAN,Autumn,Polyester,China
150424,Front of Store,No,clothing,Yes,887,Zara,PADDED CORDUROY OVERSHIRT,19,jackets,WOMAN,Autumn,Polyester,Spain
183825,Aisle,Yes,clothing,Yes,1501,Zara,PLAID TIE DYE OVERSHIRT,32,jackets,WOMAN,Summer,Cotton,Bangladesh
144012,Front of Store,No,clothing,No,798,Zara,OVERSHIRT WITH CONTRASTING TOPSTITCHING,59.99,jackets,WOMAN,Spring,Linen,Cambodia
147051,Front of Store,No,clothing,Yes,945,Zara,QUILTED STRUCTURED OVERSHIRT,54.99,jackets,MAN,Winter,Polyester,Vietnam
185800,End-cap,Yes,clothing,Yes,1323,Zara,TECHNICAL OVERSHIRT,64.99,jackets,WOMAN,Winter,Viscose,Turkey
197524,Aisle,Yes,clothing,Yes,1300,Zara,PLAID OVERSHIRT,56.95,jackets,MAN,Summer,Cotton,Bangladesh
148823,Aisle,No,clothing,Yes,953,Zara,SUEDE FISHERMAN SANDALS,45.95,shoes,WOMAN,Spring,Cotton,Portugal
114550,End-cap,Yes,clothing,Yes,1383,Zara,ZIPPER MULTIPIECE SNEAKERS,19.95,shoes,WOMAN,Spring,Cotton,Bangladesh
125398,Aisle,No,clothing,No,766,Zara,SUEDE LACELESS SNEAKERS,21.99,shoes,MAN,Summer,Cotton,Turkey
123985,End-cap,No,clothing,Yes,854,Zara,MULTICOLOR SNEAKERS,55.99,shoes,WOMAN,Winter,Polyester,India
186638,End-cap,No,clothing,No,828,Zara,RETRO RUNNING SNEAKERS,22.99,shoes,WOMAN,Autumn,Polyester,Bangladesh
167281,End-cap,No,clothing,No,963,Zara,SUEDE HIGH-TOPS,31.95,shoes,WOMAN,Winter,Polyester,Bangladesh
118578,End-cap,Yes,clothing,No,1467,Zara,SUEDE STRAP SANDALS,47.99,shoes,MAN,Summer,Polyester,India
174041,End-cap,Yes,clothing,Yes,1519,Zara,MULTIPIECE SNEAKERS,26.99,shoes,WOMAN,Autumn,Polyester,Bangladesh
127644,Front of Store,No,clothing,No,694,Zara,TOPSTITCH SNEAKERS,129.99,shoes,MAN,Winter,Cotton,Portugal
132007,Aisle,No,clothing,Yes,989,Zara,RETRO SNEAKERS,21.95,shoes,MAN,Summer,Viscose,Turkey
147998,Aisle,Yes,clothing,Yes,1510,Zara,RETRO HIGH TOP SNEAKERS,19.99,shoes,WOMAN,Summer,Cotton,China
176666,Aisle,Yes,clothing,Yes,1243,Zara,MULTI-PIECED RETRO SNEAKERS,31.99,shoes,MAN,Autumn,Viscose,Portugal
193686,Aisle,Yes,clothing,Yes,1413,Zara,TASSEL LEATHER LOAFERS,35.99,shoes,WOMAN,Spring,Viscose,China
163610,Front of Store,No,clothing,Yes,889,Zara,MOC-TOE SUEDE BOOTS,74.95,shoes,WOMAN,Summer,Cotton,Vietnam
170364,Aisle,No,clothing,No,980,Zara,STRAP SANDALS,22.95,shoes,WOMAN,Summer,Cotton,Morocco
167599,Aisle,Yes,clothing,No,1391,Zara,SUEDE RETRO SNEAKERS,51.99,shoes,WOMAN,Spring,Cotton,India
166421,End-cap,Yes,clothing,Yes,1255,Zara,HIKING BOOTS,49.95,shoes,WOMAN,Spring,Viscose,Vietnam
129247,Front of Store,Yes,clothing,Yes,1491,Zara,SUEDE SNEAKERS,19.99,shoes,WOMAN,Summer,Cotton,China
127314,End-cap,Yes,clothing,Yes,1230,Zara,FAUX SHEARLING LINED SUEDE BOOTS,103.99,shoes,WOMAN,Summer,Viscose,Bangladesh
111979,Front of Store,No,clothing,Yes,1063,Zara,CHUNKY SNEAKERS,25.95,shoes,WOMAN,Summer,Polyester,Cambodia
120354,Aisle,Yes,clothing,Yes,1374,Zara,DOUBLE STRAP SUEDE SANDALS,39.95,shoes,MAN,Summer,Viscose,India
144848,Front of Store,Yes,clothing,Yes,1585,Zara,CHUNKY SOLE CANVAS LACE-UP BOOTS,30.99,shoes,MAN,Summer,Cotton,Vietnam
111957,Aisle,Yes,clothing,Yes,1329,Zara,SUEDE PENNY LOAFERS,41,shoes,WOMAN,Autumn,Viscose,Brazil
160763,Front of Store,No,clothing,No,860,Zara,ADHERENT STRIPES SNEAKERS,53.99,shoes,WOMAN,Summer,Polyester,Bangladesh
168270,End-cap,No,clothing,No,712,Zara,MULTIPIECE SNEAKERS,25.99,shoes,MAN,Autumn,Cotton,Spain
195082,Front of Store,No,clothing,No,804,Zara,CHUNKY SOLE HIGH TOP SNEAKERS,66.95,shoes,MAN,Summer,Linen,Turkey
110329,Front of Store,Yes,clothing,Yes,1181,Zara,CONTRAST SOLE LEATHER SNEAKERS,50.99,shoes,MAN,Autumn,Polyester,Portugal
147449,End-cap,No,clothing,No,833,Zara,SUEDE RUNNING SNEAKERS,79.99,shoes,WOMAN,Spring,Cotton,China
193332,Aisle,No,clothing,No,931,Zara,WOVEN LEATHER SLIDES,51.99,shoes,WOMAN,Summer,Viscose,India
146804,Aisle,No,clothing,No,691,Zara,SUEDE SNEAKERS,130.99,shoes,MAN,Summer,Viscose,Turkey
188909,Aisle,Yes,clothing,Yes,1365,Zara,ASYMMETRIC CROPPED KNIT SWEATER,20.95,sweaters,WOMAN,Autumn,Wool Blend,Turkey
165910,End-cap,Yes,clothing,Yes,1484,Zara,KNIT SWEATER WITH PEARLS,21.95,sweaters,MAN,Winter,Wool Blend,China
136738,Front of Store,No,clothing,No,895,Zara,HIGH COLLAR KNIT SWEATER,77.95,sweaters,WOMAN,Winter,Acrylic,India
144497,End-cap,No,clothing,No,836,Zara,STRIPED KNIT SWEATER,25,sweaters,WOMAN,Autumn,Wool,Portugal
135036,End-cap,No,clothing,No,954,Zara,CABLE KNIT METALLIC SWEATER,21.99,sweaters,MAN,Winter,Wool Blend,Turkey
166331,Aisle,Yes,clothing,Yes,1532,Zara,ASYMMETRICAL WOOL AND SILK BLEND SWEATER,54.99,sweaters,WOMAN,Winter,Wool,Pakistan
139789,Aisle,Yes,clothing,No,1738,Zara,WOOL AND CASHMERE BLEND RIB SWEATER,21.99,sweaters,WOMAN,Winter,Wool Blend,China
118569,Aisle,No,clothing,No,962,Zara,ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER,32.95,sweaters,MAN,Winter,Wool,India
155848,End-cap,Yes,clothing,Yes,1470,Zara,MOCK NECK WOOL AND SILK BLEND KNIT TOP,33,sweaters,WOMAN,Autumn,Wool Blend,Morocco
152563,Front of Store,No,clothing,Yes,1129,Zara,CASHMERE BLEND KNIT SWEATER,50.99,sweaters,WOMAN,Winter,Polyester,India
115153,Aisle,Yes,clothing,No,1380,Zara,ALPACA BLEND OPEN KNIT SWEATER,49.99,sweaters,MAN,Winter,Wool Blend,China
125938,Aisle,Yes,clothing,No,1241,Zara,OVERSIZED KNIT SWEATER,82.95,sweaters,MAN,Winter,Wool Blend,Turkey
122809,End-cap,Yes,clothing,No,1420,Zara,WOOL BLEND KNIT SWEATER,18.99,sweaters,WOMAN,Autumn,Wool,Vietnam
181502,Front of Store,Yes,clothing,Yes,1663,Zara,SOFT JEWEL SWEATER,18.95,sweaters,WOMAN,Winter,Wool,China
182779,End-cap,Yes,clothing,Yes,1255,Zara,FAUX FUR JEWEL SWEATER,23.99,sweaters,WOMAN,Autumn,Wool,Bangladesh
155674,Front of Store,No,clothing,No,1125,Zara,METAL BEAD KNIT SWEATER,38.99,sweaters,WOMAN,Winter,Wool Blend,Portugal
182866,Aisle,Yes,clothing,No,1481,Zara,KNIT SWEATER WITH BUTTONS,52.99,sweaters,WOMAN,Winter,Acrylic,India
148230,Front of Store,Yes,clothing,Yes,1119,Zara,JEWEL KNIT SWEATER,48,sweaters,MAN,Autumn,Wool Blend,Bangladesh
126979,Front of Store,Yes,clothing,Yes,1515,Zara,KNIT SWEATER WITH PIPING,73.95,sweaters,WOMAN,Winter,Wool Blend,China
135521,End-cap,No,clothing,Yes,838,Zara,FINE KNIT CROP SWEATER,64,sweaters,MAN,Winter,Wool Blend,China
185809,End-cap,No,clothing,No,694,Zara,KNIT SWEATER WITH RIPS,99.99,sweaters,MAN,Autumn,Wool Blend,Spain
171520,End-cap,Yes,clothing,Yes,1564,Zara,GATHERED WAIST KNIT SWEATER,39.95,sweaters,MAN,Winter,Acrylic,Bangladesh
122926,End-cap,No,clothing,No,934,Zara,KNIT V-NECK SWEATER,35.99,sweaters,WOMAN,Autumn,Wool Blend,India
150953,Front of Store,Yes,clothing,Yes,1694,Zara,BASIC FOIL KNIT SWEATER,20.99,sweaters,WOMAN,Winter,Wool,Portugal
115873,End-cap,Yes,clothing,Yes,1381,Zara,CONTRAST TOPSTITCHING CROP KNIT SWEATER,62.99,sweaters,WOMAN,Autumn,Polyester,Spain
115581,Aisle,No,clothing,Yes,890,Zara,STRIPED CROP KNIT SWEATER,22.99,sweaters,WOMAN,Autumn,Polyester,China
183634,Front of Store,Yes,clothing,Yes,1502,Zara,BASIC KNIT SWEATER,31.99,sweaters,WOMAN,Autumn,Wool,Turkey
122484,Aisle,No,clothing,No,843,Zara,V-NECK KNIT SWEATER,86.99,sweaters,MAN,Winter,Wool,Morocco
183574,Aisle,Yes,clothing,No,1724,Zara,FOIL KNIT CROP SWEATER,24.95,sweaters,WOMAN,Winter,Wool Blend,China
185307,Front of Store,No,clothing,Yes,795,Zara,BASIC 100% WOOL SWEATER,35.95,sweaters,MAN,Autumn,Wool Blend,Portugal
118719,End-cap,Yes,clothing,No,1287,Zara,COLORBLOCK KNIT CROP SWEATER,63.99,sweaters,WOMAN,Autumn,Wool,Vietnam
134788,Front of Store,No,clothing,Yes,998,Zara,FINE KNIT SWEATER,67.99,sweaters,WOMAN,Winter,Wool,Bangladesh
140142,Front of Store,No,clothing,No,813,Zara,KNIT OPEN BACK PEARLY SWEATER,65.99,sweaters,MAN,Winter,Wool Blend,Turkey
153997,End-cap,Yes,clothing,No,1416,Zara,KNIT PEARL SWEATER,45.99,sweaters,WOMAN,Winter,Acrylic,China
123230,Aisle,No,clothing,No,982,Zara,STRIPED TEXTURED OVERSHIRT,19.99,jackets,WOMAN,Autumn,Polyester,Morocco
154676,Aisle,No,clothing,No,919,Zara,FLEECE OVERSHIRT,49.95,jackets,WOMAN,Autumn,Cotton,Brazil
152985,Aisle,Yes,clothing,No,1279,Zara,PLAID OVERSHIRT,12.99,jackets,MAN,Spring,Cotton,India
175584,Front of Store,No,clothing,Yes,752,Zara,BAGGY FIT JEANS LIMITED EDITION,79.99,jeans,WOMAN,Autumn,Cotton,Bangladesh
147491,End-cap,No,clothing,No,957,Zara,BAGGY BELTED JEANS,25.99,jeans,WOMAN,Autumn,Cotton,China
198283,End-cap,No,clothing,No,853,Zara,BAGGY FIT JEANS,40.99,jeans,WOMAN,Winter,Cotton,Cambodia
141547,End-cap,No,clothing,No,983,Zara,BAGGY FIT JEANS,25.99,jeans,WOMAN,Winter,Denim,Argentina
156342,Front of Store,No,clothing,No,845,Zara,FLARED FIT CARGO JEANS,39.95,jeans,MAN,Autumn,Cotton,Spain
186083,End-cap,Yes,clothing,No,1325,Zara,PLEATED WIDE FIT JEANS,25.99,jeans,MAN,Autumn,Cotton,India
